epoch,train_loss,train_accuracy,val_loss,val_accuracy
0,5.009510628530912,0.034284660612138335,5.009510628530912,0.034284660612138335
5,0.48105967270517813,0.8584020258296545,0.4969791647429778,0.8551364128621196
10,0.40005863120833646,0.8766808836137483,0.44419435557918013,0.8665086649313509
15,0.3666976857243232,0.8865599384342745,0.4227779087062194,0.8730398730541088
20,0.33803279857033663,0.8952409747557085,0.4059381259378986,0.8781948689986159
25,0.3153405281525214,0.9025281083765655,0.40179503103282965,0.8815289433545277
30,0.29655535987858633,0.9085512792952857,0.38823988448793645,0.8861588006592704
35,0.2829470558507929,0.9127457014987063,0.38581488065630476,0.8878852011272362
40,0.2724386168915091,0.91612233646122,0.387706147176083,0.8885696164829496
45,0.26355222174264853,0.9189820845894752,0.38981146038135633,0.8888120065980727
50,0.2560595801877744,0.9213589589489795,0.3977903837912551,0.8886764560254866
55,0.24947767128932824,0.9234464601562257,0.40777315018333005,0.886904760192919
60,0.24375796776662753,0.9253442685487295,0.40842468270631593,0.8882525009991342
65,0.2393662758243894,0.9267215306611367,0.4149540437159137,0.8877001851406088
70,0.2670119615434443,0.9185444395932061,0.4156845813599702,0.8872263812473932
75,0.232034584272255,0.9291753226160033,0.42663939366830844,0.887629054642123
80,0.22827935868385926,0.9304676509685836,0.4402451245027168,0.8861600468809421
85,0.22563295704357833,0.9313102136468548,0.45567859834599717,0.8850801958025145
90,0.2226186999996889,0.932327613767844,0.45702383674193764,0.8848529041422587
95,0.2199739974389956,0.9332448736479892,0.46507203718212164,0.8841448105747852
100,0.22113358583843823,0.932851888726538,0.45188509303832725,0.8852385138864084
