epoch,train_loss,train_accuracy,val_loss,val_accuracy
0,5.018283155900013,0.030467309101627992,5.018283155900013,0.030467309101627992
5,0.584943997372913,0.8304933709494224,0.610755564291266,0.824907410320152
10,0.48835565391372304,0.8509110486925543,0.5420867676221872,0.8392601861593365
15,0.4396208438891845,0.8638534883254935,0.509122177015377,0.8480888446669522
20,0.40086369361395036,0.8751067515402543,0.4867936199224448,0.8554002868470937
25,0.3915000689323465,0.8785847713102192,0.4699702485452724,0.8609438224763689
30,0.3506594988699862,0.8906983384006776,0.45825730056702335,0.8649689119526484
35,0.3324701675490492,0.8965611015336746,0.4486239959922018,0.8688488820174006
40,0.31675813769397415,0.9016779388574127,0.4474508845353428,0.8702576147883542
45,0.30509923883603857,0.9054855910996615,0.4504415487186818,0.8708373804302136
50,0.2954460189577516,0.9086502690273633,0.44668609167956097,0.8727386259586651
55,0.283327157685265,0.9125952516111268,0.4478038330621357,0.8733498492428093
60,0.28372864183594126,0.9125050153992385,0.4434873657890513,0.8741413390573297
65,0.28836451445726724,0.912064917255231,0.44859542310992373,0.8744567569397436
70,0.2644458343546678,0.9190561947826947,0.4523272563385058,0.8746834332016384
75,0.2616562221957861,0.9200549657091821,0.458699113583263,0.8741120174277928
80,0.2844481148144614,0.9134427741162522,0.4583597356760049,0.8749303044931481
85,0.24826699588085427,0.9243563264770731,0.4685528417931327,0.8739360229229121
90,0.247382552146757,0.9246784117284711,0.477917308671565,0.8742482044223749
95,0.2431281324181266,0.9263624795636856,0.4832889992225019,0.8730284116881064
100,0.23461005748787125,0.9289935914445867,0.49142675233792654,0.872552339756
