epoch,train_loss,train_accuracy,val_loss,val_accuracy
0,5.01290344155353,0.002595404838848136,5.01290344155353,0.002595404838848136
5,0.9075163605824188,0.758054282362095,0.8845472672711248,0.7643980700729307
10,0.5493351754231669,0.8571578505457599,0.502112794181575,0.873812372098948
15,0.257270690634023,0.9389882564574813,0.24796770642633023,0.9403439955619431
20,0.19685163929234797,0.9450926599627543,0.19672357582527658,0.945044200572849
25,0.17453479489788937,0.947306821362237,0.17342146324074786,0.9474081489296695
30,0.1614655209845634,0.9489774902268808,0.15886816803527914,0.9491497262675185
35,0.15159631614109978,0.9505309452697118,0.1514150778884473,0.950630309307089
40,0.14389147104030878,0.9518941394525412,0.1432249086058658,0.9520259711249385
45,0.13770336848707054,0.9531140865467874,0.1382498572701993,0.9530761789511675
50,0.13191422236025632,0.9544604552882362,0.13181458251631778,0.9544164573635469
55,0.12786137758187913,0.9554264562009138,0.12712237109308658,0.9555857395115368
60,0.1236164266589898,0.9565845903169174,0.12283859239972156,0.9567192532101606
65,0.12047157867170459,0.9573745653085662,0.12043005973100662,0.957413853420433
70,0.11801192093284885,0.9580323733803461,0.11795896421308102,0.9579593799643146
75,0.11520943566033588,0.9588480738563009,0.11395295676977737,0.9588819751937727
80,0.11299185005564187,0.959473026150019,0.11224397822566655,0.9594272709734649
85,0.11074481346649141,0.9600914124178324,0.11027424523363942,0.9599153372341712
90,0.10855794862736409,0.9607341904459399,0.10830256342887878,0.9603870192374259
95,0.10677324984241371,0.9611703694949002,0.1075675108510515,0.9609376225934757
100,0.10569448465827722,0.9614078236660913,0.10518399010533871,0.9614270734393187
